configuration_id,TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals,Lines,Covered_Lines,LineCoverage,Statements_Executed,Total_Branches,Covered_Branches,BranchCoverage,CBranchCoverage,Total_Methods,Covered_Methods,Mutants,WeakMutationScore,MutationScore,Size,Result_Size,Length,Result_Length,Total_Time
0,org.apache.commons.codec.binary.Base64,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9261734997029114,1292,1286,29,154,1.0,265780,114,112,0.9848484848484849,0.9848484848484849,29,29,765,0.9790849673202614,0.5163398692810458,82,129,206,1211,76965
