configuration_id,TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals,Lines,Covered_Lines,LineCoverage,Statements_Executed,Total_Branches,Covered_Branches,BranchCoverage,CBranchCoverage,Total_Methods,Covered_Methods,Mutants,WeakMutationScore,MutationScore,Size,Result_Size,Length,Result_Length,Total_Time
0,org.sonatype.aether.util.graph.Stack,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8598856209150326,165,143,6,15,0.8333333333333334,696650,10,9,0.9166666666666666,0.9166666666666666,6,6,102,0.8235294117647058,0.5392156862745098,13,20,39,201,130346
